area_type,availability,location,size(in BHK),total_sqft,per_Sqft,bath,furnishing,transaction,parking,price
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",10,1200,,4,Semi-Furnished,Resale,2,17000000
Apartment,Ready_to_move,"DDA Flats, Sarita Vihar, Mathura Road",4,1600,,2,Semi-Furnished,Resale,1,15500000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",3,1250,,2,Semi-Furnished,Resale,2,16000000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,950,,2,Furnished,Resale,2,12900000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",3,1200,,3,Furnished,Resale,2,13500000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",4,1400,,2,Furnished,Resale,2,17800000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,950,,2,Furnished,Resale,2,13200000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",3,1350,,3,Semi-Furnished,Resale,2,14000000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",4,1550,,2,Furnished,Resale,2,17500000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",3,1300,,2,Semi-Furnished,Resale,2,17000000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",2,1000,,2,Furnished,Resale,2,13000000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",3,1500,,3,Furnished,Resale,2,17000000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,950,,2,Furnished,Resale,2,12700000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",3,1200,,2,Furnished,Resale,2,13500000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",4,1400,,2,Furnished,Resale,2,17400000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",4,1500,,2,Furnished,Resale,2,17800000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,1050,,2,Furnished,Resale,2,12700000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",4,1550,,2,Furnished,Resale,2,16200000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,950,,2,Furnished,Resale,2,11100000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar,  Mathura Road",2,1150,,2,Furnished,Resale,2,13600000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",2,1150,,2,Furnished,Resale,2,13100000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar,  Mathura Road",2,1150,,2,Furnished,Resale,2,12500000
Apartment,Ready_to_move,"DDA Flats Sarita Vihar, Mathura Road",3,1500,,2,Furnished,Resale,2,13600000
Apartment,Ready_to_move,"Sidharth Enclave, Kilokri, Ring Road",4,1800,6667,4,Furnished,New_Property,2,12000000
Apartment,Ready_to_move,"Sidharth Enclave, Kilokri, Ring Road",3,1300,15384,3,Furnished,New_Property,1,20000000
Apartment,Ready_to_move,Sarita Vihar Pocket B,2,1150,15384,2,Unfurnished,Resale,1,13500000
Apartment,Ready_to_move,Sarita Vihar Pocket F,3,1500,15384,2,Unfurnished,Resale,1,14000000
Apartment,Ready_to_move,"DDA Flats, Sarita Vihar, Mathura Road ",2,1150,15384,2,Semi-Furnished,Resale,2,10800000
Builder_Floor,Ready_to_move,"New Manglapuri, Sultanpur",3,900,,2,Semi-Furnished,New_Property,1,9000000
Builder_Floor,Ready_to_move,"New Manglapuri, Sultanpur",3,1150,,2,Semi-Furnished,Resale,1,6300000
Apartment,Ready_to_move,Sultanpur Extension,3,1000,,3,Semi-Furnished,New_Property,1,5500000
Apartment,Ready_to_move,"New Manglapuri, Sultanpur",1,450,5222,1,Semi-Furnished,Resale,1,2350000
Apartment,Ready_to_move,Sultanpur,3,1350,5222,3,Semi-Furnished,Resale,1,8500000
Apartment,Ready_to_move,Sultanpur Extension,1,445,5222,2,Semi-Furnished,Resale,1,1650000
Apartment,Ready_to_move,"Manglapuri, Sultanpur",2,1200,8333,2,Semi-Furnished,Resale,1,10000000
Builder_Floor,Ready_to_move,"Indra Park Palam, Manglapuri",1,50,8333,1,Unfurnished,Resale,1,1500000
Builder_Floor,Ready_to_move,Sultanpur ,2,1100,8333,2,Semi-Furnished,Resale,1,2800000
Builder_Floor,Ready_to_move,Sultanpur Extension,2,700,3714,2,Semi-Furnished,Resale,1,2600000
Builder_Floor,Ready_to_move,"New Manglapuri, Sultanpur",1,500,3714,1,Furnished,Resale,1,2350000
Apartment,Ready_to_move,Sultanpur Extension,1,540,3714,1,Unfurnished,Resale,1,2350000
Builder_Floor,Ready_to_move,Sultanpur,1,450,3714,1,Unfurnished,New_Property,1,2000000
Builder_Floor,Almost_ready,Sultanpur,2,800,3714,2,Semi-Furnished,Resale,1,5000000
Builder_Floor,Ready_to_move,"New Manglapuri, Sultanpur",2,700,3714,2,Semi-Furnished,Resale,1,3500000
Builder_Floor,Almost_ready,Sultanpur,2,750,3714,2,Semi-Furnished,Resale,1,4500000
Builder_Floor,Ready_to_move,Sultanpur,2,750,3714,2,Unfurnished,Resale,1,4000000
Builder_Floor,Ready_to_move,"New Manglapuri, Sultanpur",3,1600,3714,3,Unfurnished,Resale,1,10800000
Builder_Floor,Ready_to_move,"New Manglapuri, Sultanpur",3,1000,3714,2,Unfurnished,New_Property,1,10000000
Builder_Floor,Ready_to_move,"New Manglapuri, Sultanpur",3,1600,3714,3,Unfurnished,Resale,1,10800000
Builder_Floor,Ready_to_move,"Manglapuri, Sultanpur",3,900,3714,2,Semi-Furnished,Resale,1,9000000
Apartment,Ready_to_move,"New Manglapuri, Sultanpur",3,1700,3714,3,Semi-Furnished,New_Property,1,8500000
Builder_Floor,Ready_to_move,"New Manglapuri, Sultanpur",3,1100,3714,2,Semi-Furnished,Resale,1,6000000
Apartment,Ready_to_move,"New Manglapuri, Sultanpur",3,1000,3714,3,Semi-Furnished,New_Property,1,5500000
Builder_Floor,Ready_to_move,"Manglapuri, Sultanpur",3,1000,7000,2,Semi-Furnished,New_Property,1,7000000
Apartment,Ready_to_move,Sultanpur,3,1100,5455,2,Furnished,Resale,1,6000000
Builder_Floor,Ready_to_move,"Manglapuri, Sultanpur",3,765,4837,2,Unfurnished,Resale,1,3700000
Builder_Floor,Ready_to_move,"Indra Park Palam, Manglapuri",2,900,3444,2,Semi-Furnished,Resale,1,3100000
Apartment,Ready_to_move,Sultanpur,2,600,3444,2,Unfurnished,Resale,1,4500000
Builder_Floor,Ready_to_move,"Indra Park Palam, Manglapuri",1,360,4167,1,Semi-Furnished,Resale,1,1500000
Builder_Floor,Almost_ready,Chhattarpur,3,950,,2,Semi-Furnished,New_Property,,7090000
Builder_Floor,Ready_to_move,Chhattarpur ,2,3600,,2,Semi-Furnished,New_Property,1,4500000
Builder_Floor,Almost_ready,"JVTS Gardens, Chhattarpur",4,1305,,3,Unfurnished,New_Property,1,5500000
Apartment,Almost_ready,Chhattarpur,3,1800,,4,Semi-Furnished,New_Property,2,63000000
Builder_Floor,Almost_ready,Chhattarpur,3,950,,2,Semi-Furnished,New_Property,2,6990000
Apartment,Ready_to_move,Chhattarpur,2,800,,2,Semi-Furnished,New_Property,1,4400000
Builder_Floor,Ready_to_move,Chhattarpur Enclave Phase2,4,1800,,4,Semi-Furnished,Resale,1,12500000
Builder_Floor,Ready_to_move,Chhattarpur,2,800,,2,Semi-Furnished,New_Property,1,3000000
Builder_Floor,Ready_to_move,Chhattarpur,2,675,,2,Semi-Furnished,New_Property,1,2800000
Builder_Floor,Almost_ready,"JVTS Gardens, Chhattarpur",3,1175,,3,Unfurnished,New_Property,4,5000000
Builder_Floor,Ready_to_move,Chhattarpur,3,1500,,3,Unfurnished,Resale,4,6000000
Apartment,Ready_to_move,Chhattarpur,2,810,,2,Unfurnished,Resale,4,4500000
Apartment,Ready_to_move,Chhattarpur Enclave Phase2,2,630,,2,Unfurnished,Resale,1,2800000
Builder_Floor,Ready_to_move,Chhattarpur,2,650,,2,Semi-Furnished,Resale,1,2500000
Builder_Floor,Ready_to_move,Chhattarpur Enclave Phase2,4,1800,,4,Semi-Furnished,New_Property,1,8500000
Apartment,Ready_to_move,Chhattarpur,2,725,4138,2,Furnished,Resale,1,3000000
Builder_Floor,Ready_to_move,Chhattarpur,3,900,4138,2,Semi-Furnished,New_Property,1,4900000
Builder_Floor,Ready_to_move,Chhattarpur,2,750,4138,2,Unfurnished,New_Property,1,3500000
Builder_Floor,Ready_to_move,Chhattarpur Enclave Phase2,2,700,4138,2,Semi-Furnished,New_Property,1,3000000
Builder_Floor,Almost_ready,Chhattarpur,3,950,4138,2,Semi-Furnished,New_Property,1,7020000
Apartment,Almost_ready,"DLF Chattarpur Farms, Chhattarpur",3,1600,4138,4,Unfurnished,New_Property,1,60000000
Builder_Floor,Ready_to_move,Chhattarpur,2,900,4138,2,Semi-Furnished,New_Property,1,3500000
Builder_Floor,Ready_to_move,Chhattarpur,3,1500,4138,3,Semi-Furnished,New_Property,1,7000000
Apartment,Ready_to_move,Chhattarpur Enclave Phase2,2,500,4138,1,Semi-Furnished,Resale,2,7000000
Builder_Floor,Ready_to_move,Chhattarpur Enclave Phase2,3,1035,4138,3,Semi-Furnished,New_Property,1,4500000
Builder_Floor,Ready_to_move,"Aravali Tower, Chhattarpur",3,825,4138,2,Semi-Furnished,New_Property,1,5990000
Builder_Floor,Ready_to_move,Chhattarpur,3,1300,4138,3,Semi-Furnished,New_Property,1,4400000
Builder_Floor,Ready_to_move,Chhattarpur,2,765,4138,2,Unfurnished,New_Property,4,2500000
Builder_Floor,Ready_to_move,Chhattarpur Enclave Phase2,1,580,4138,1,Semi-Furnished,New_Property,1,1600000
Builder_Floor,Ready_to_move,Chhattarpur Enclave Phase2,3,1750,4138,3,Semi-Furnished,New_Property,1,6500000
Apartment,Ready_to_move,Mehrauli,2,650,,2,Semi-Furnished,Resale,,2750000
Apartment,Ready_to_move,Mehrauli,1,405,,1,Semi-Furnished,New_Property,,1500000
Builder_Floor,Ready_to_move,Mehrauli,2,675,3259,1,Unfurnished,Resale,,2200000
Apartment,Ready_to_move,Mehrauli,2,850,3294,2,Semi-Furnished,Resale,1,2800000
Apartment,Ready_to_move,Mehrauli,3,800,3294,3,Semi-Furnished,Resale,1,4500000
Apartment,Ready_to_move,Mehrauli,1,405,3294,1,Furnished,Resale,1,1800000
Builder_Floor,Ready_to_move,Mehrauli,3,1350,3294,3,Unfurnished,New_Property,1,8500000
Apartment,Ready_to_move,Mehrauli,3,1350,3294,3,Unfurnished,New_Property,1,8500000
Builder_Floor,Ready_to_move,Mehrauli,1,450,3294,1,Unfurnished,New_Property,1,1700000
Builder_Floor,Ready_to_move,Mehrauli ,3,1300,3294,3,Semi-Furnished,New_Property,2,7000000
Builder_Floor,Ready_to_move,Mehrauli,3,1050,3294,2,Unfurnished,New_Property,2,5600000
Builder_Floor,Ready_to_move,Mehrauli,4,1675,8060,3,Furnished,Resale,2,13500000
Builder_Floor,Almost_ready,Mehrauli,3,1250,8060,3,Unfurnished,New_Property,2,8500000
Apartment,Ready_to_move,Mehrauli,3,1080,8060,3,Unfurnished,New_Property,5,6000000
Builder_Floor,Almost_ready,"Andheria Mor, Mehrauli",3,1170,8060,3,Unfurnished,New_Property,5,7200000
Apartment,Ready_to_move,Mehrauli ,3,1250,8060,2,Semi-Furnished,Resale,1,6500000
Apartment,Ready_to_move,"Andheria Mor, Mehrauli",3,1500,8060,3,Semi-Furnished,New_Property,1,8400000
Apartment,Ready_to_move,Mehrauli,3,1350,8060,3,Unfurnished,New_Property,1,8500000
Builder_Floor,Ready_to_move,Mehrauli,2,855,4678,2,Semi-Furnished,Resale,1,4000000
Builder_Floor,Ready_to_move,Mehrauli,1,540,3148,1,Unfurnished,Resale,1,1700000
Builder_Floor,Ready_to_move,Mehrauli,3,1044.0983,3148,2,Unfurnished,Resale,1,6000000
Apartment,Ready_to_move,Mehrauli,1,405,3148,1,Semi-Furnished,Resale,1,1600000
Apartment,Ready_to_move,Mehrauli,1,500,4200,2,Semi-Furnished,Resale,1,2100000
Apartment,Ready_to_move,Mehrauli,1,450,3778,1,Furnished,Resale,1,1700000
Apartment,Ready_to_move,"Andheria Mor, Mehrauli",1,405,3778,1,Unfurnished,Resale,1,1500000
Builder_Floor,Ready_to_move,Mehrauli,1,405,2963,1,Unfurnished,Resale,1,1200000
Apartment,Ready_to_move,"Brijwasi Colony, Mehrauli",1,450,3667,1,Unfurnished,Resale,1,1650000
Builder_Floor,Ready_to_move,Mehrauli,2,173,3667,2,Unfurnished,Resale,1,3500000
Builder_Floor,Ready_to_move,Mehrauli,3,1100,7727,2,Unfurnished,Resale,1,8500000
Builder_Floor,Ready_to_move,Mehrauli,2,600,5333,2,Unfurnished,Resale,1,3200000
Builder_Floor,Ready_to_move,Mahavir Enclave,3,800,,2,Semi-Furnished,New_Property,1,4400000
Builder_Floor,Almost_ready,Mahavir Enclave Part 1,4,990,,3,Unfurnished,New_Property,1,7200000
Builder_Floor,Ready_to_move,Mahavir Enclave Part 1,3,1100,,2,Semi-Furnished,New_Property,1,7500000
Apartment,Ready_to_move,Mahavir Enclave,3,1100,,2,Unfurnished,New_Property,1,6500000
Builder_Floor,Ready_to_move,Mahavir Enclave Part 1,2,527,,2,Semi-Furnished,Resale,1,3500000
Builder_Floor,Ready_to_move,Mahavir Enclave Part 1 ,2,1000,,2,Semi-Furnished,Resale,1,6500000
Builder_Floor,Ready_to_move,Mahavir Enclave Part 1,3,1000,,2,Semi-Furnished,Resale,1,6200000
Builder_Floor,Ready_to_move,Mahavir Enclave Part 1,1,450,,1,Semi-Furnished,New_Property,1,2500000
Apartment,Ready_to_move,Mahavir Enclave,2,600,,2,Semi-Furnished,New_Property,1,3000000
Builder_Floor,Ready_to_move,Mahavir Enclave Part 1,3,950,,2,Furnished,New_Property,1,6000000
Apartment,Ready_to_move,Mahavir Enclave Part 1,3,855,,2,Unfurnished,Resale,1,4800000
Builder_Floor,Ready_to_move,Mahavir Enclave,2,770,4922,2,Semi-Furnished,New_Property,1,3790000
Apartment,Ready_to_move,Mahavir Enclave,3,810,4922,2,Semi-Furnished,New_Property,1,4200000
Apartment,Ready_to_move,Mahavir Enclave,2,710,4922,2,Unfurnished,Resale,1,2900000
Builder_Floor,Ready_to_move,Mahavir Enclave Part 1,3,950,4922,2,Unfurnished,Resale,1,5000000
Builder_Floor,Ready_to_move,Mahavir Enclave Part 1,1,450,4922,1,Semi-Furnished,New_Property,1,2100000
Apartment,Ready_to_move,Mahavir Enclave Part 1,2,500,4922,2,Semi-Furnished,Resale,1,3200000
Apartment,Ready_to_move,Mahavir Enclave Part 1,2,600,4922,1,Semi-Furnished,Resale,1,3000000
Builder_Floor,Ready_to_move,Mahavir Enclave Part 1,1,420,4922,1,Unfurnished,Resale,1,2300000
Builder_Floor,Almost_ready,Mahavir Enclave Part 1,3,900,6556,2,Semi-Furnished,New_Property,1,5900000
Apartment,Ready_to_move,Mahavir Enclave Part 1,3,945,5820,2,Semi-Furnished,Resale,1,5500000
Builder_Floor,Ready_to_move,Mahavir Enclave,2,565,5820,2,Unfurnished,Resale,1,3500000
Apartment,Ready_to_move,Mahavir Enclave Part 3,2,450,3778,1,Semi-Furnished,Resale,1,1700000
Builder_Floor,Ready_to_move,Mahavir Enclave,1,430,3778,1,Unfurnished,New_Property,1,1850000
Builder_Floor,Ready_to_move,Mahavir Enclave,2,550,3778,2,Unfurnished,Resale,1,2300000
Builder_Floor,Ready_to_move,Mahavir Enclave,3,810,42222,2,Furnished,Resale,1,3800000
Builder_Floor,Ready_to_move,Mahavir Enclave Part 1,3,720,42222,2,Semi-Furnished,Resale,1,4500000
Apartment,Ready_to_move,"Vijay Enclave, Mahavir Enclave",2,360,42222,1,Semi-Furnished,New_Property,1,2200000
Builder_Floor,Ready_to_move,Mahavir Enclave,3,820,42222,2,Semi-Furnished,Resale,1,5200000
Builder_Floor,Ready_to_move,Mahavir Enclave Part 3,2,459,43137,2,Semi-Furnished,Resale,1,2200000
Apartment,Ready_to_move,Narela Sector A1 ,1,378,,2,Unfurnished,Resale,2,1500000
Apartment,Ready_to_move,"DDA Flats Pocket 6 Sector A10, Narela",1,450,4889,1,Furnished,Resale,2,2200000
Apartment,Ready_to_move,"DDA Flats Pocket 1 Sector A9, Narela",2,900,4222,2,Semi-Furnished,Resale,2,3800000
Apartment,Ready_to_move,"DDA Janta Flats, Tikri Khurd Sector B2, Narela",1,360,5000,1,Unfurnished,Resale,1,1800000
Apartment,Ready_to_move,Narela,2,559.7228,5092,2,Furnished,Resale,3,2850000
Apartment,Ready_to_move,Narela,1,350,7143,1,Unfurnished,Resale,3,2500000
Apartment,Ready_to_move,Narela,1,365,7143,1,Unfurnished,Resale,39,3500000
Apartment,Ready_to_move,"DDA Lig Flats, Narela",1,390,5128,1,Unfurnished,Resale,39,2000000
Apartment,Ready_to_move,"DDA Flats Pocket 3, Narela",1,350,5128,1,Unfurnished,Resale,39,3000000
Apartment,Ready_to_move,"DDA Lig Flats, Narela",1,210,5128,1,Semi-Furnished,New_Property,39,2000000
Apartment,Ready_to_move,"DDA Lig Flats, Narela",1,50,5128,1,Unfurnished,New_Property,39,3500000
Apartment,Ready_to_move,"DDA Pocket H, Narela",1,500,3600,1,Unfurnished,Resale,39,1800000
Apartment,Ready_to_move,"DDA Lig Flats, Narela",1,350,4571,1,Unfurnished,Resale,39,1600000
Builder_Floor,Ready_to_move,"DDA Lig Flats, Narela",1,379,4221,1,Unfurnished,Resale,1,1600000
Apartment,Ready_to_move,Narela,1,236.8058,4221,1,Unfurnished,Resale,1,2000000
Apartment,Ready_to_move,Narela Mandi,1,445,4221,1,Unfurnished,Resale,1,1500000
Apartment,Ready_to_move,"DDA Flats Pocket 6 Sector A10, Narela",2,452.0838,6636,1,Furnished,Resale,1,3000000
Apartment,Ready_to_move,Narela,1,350,4270,1,Unfurnished,New_Property,1,1490000
Apartment,Ready_to_move,"DDA Lig Flats, Narela",1,437,4270,1,Furnished,New_Property,1,3500000
Apartment,Ready_to_move,"Bhorgarh, Narela",3,61,4270,3,Unfurnished,Resale,1,4000000
Builder_Floor,Ready_to_move,Narela,2,495,4270,2,Unfurnished,Resale,1,1750000
Apartment,Ready_to_move,Narela Sector A9,2,900,4270,2,Unfurnished,Resale,1,4600000
Builder_Floor,Ready_to_move,"DDA Lig Flats, Narela",1,350,5143,1,Semi-Furnished,Resale,1,1800000
Builder_Floor,Ready_to_move,Narela,2,585,3248,2,Unfurnished,Resale,1,1900000
Apartment,Ready_to_move,Narela Sector A5,1,198,5051,1,Furnished,Resale,1,1000000
Apartment,Ready_to_move,"DDA Lig Flats, Narela",1,4900,5051,1,Unfurnished,New_Property,1,1000000
Builder_Floor,Ready_to_move,"DDA Flats Pocket 3, Narela",1,2077.4327,5051,1,Unfurnished,Resale,1,1000000
Apartment,Ready_to_move,"DDA Lig Flats, Narela",1,50,5051,1,Semi-Furnished,New_Property,1,3500000
Builder_Floor,Ready_to_move,Narela,3,990,5051,2,Furnished,Resale,1,5000000
Apartment,Ready_to_move,Narela,1,425,5176,1,Unfurnished,Resale,1,2200000
Builder_Floor,Almost_ready,Malviya Nagar,2,750,,2,Unfurnished,New_Property,,13000000
Builder_Floor,Ready_to_move,"Shivalik, Malviya Nagar",3,1400,,3,Semi-Furnished,New_Property,2,34000000
Builder_Floor,Ready_to_move,"Geetanjali Enclave, Malviya Nagar",4,3600,,4,Semi-Furnished,New_Property,3,60000000
Builder_Floor,Ready_to_move,"Geetanjali Enclave, Malviya Nagar",4,3000,,5,Semi-Furnished,New_Property,4,74500000
Builder_Floor,Almost_ready,"Geetanjali Enclave, Malviya Nagar",4,2750,,5,Unfurnished,New_Property,2,75000000
Builder_Floor,Ready_to_move,"Geetanjali Enclave, Malviya Nagar",4,2050,,4,Semi-Furnished,New_Property,2,62500000
Builder_Floor,Ready_to_move,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",4,3000,14888,4,Unfurnished,New_Property,2,67000000
Builder_Floor,Ready_to_move,Malviya Nagar,2,850,14888,2,Unfurnished,Resale,2,8500000
Builder_Floor,Almost_ready,Malviya Nagar,2,750,14888,2,Unfurnished,New_Property,2,11500000
Builder_Floor,Ready_to_move,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",4,2600,14888,5,Semi-Furnished,New_Property,3,52500000
Builder_Floor,Ready_to_move,Malviya Nagar,2,800,14888,2,Semi-Furnished,New_Property,1,12000000
Builder_Floor,Ready_to_move,Malviya Nagar,2,550,14888,2,Semi-Furnished,Resale,2,10700000
Apartment,Ready_to_move,Malviya Nagar,2,700,14888,2,Semi-Furnished,Resale,1,9000000
Builder_Floor,Ready_to_move,"Geetanjali Enclave, Malviya Nagar",3,2316,14888,4,Furnished,Resale,1,100000000
Apartment,Ready_to_move,"Khirki extension, Malviya Nagar",3,900,14888,2,Semi-Furnished,Resale,1,6200000
Builder_Floor,Ready_to_move,Malviya Nagar,3,100,14888,2,Semi-Furnished,Resale,1,17000000
Builder_Floor,Ready_to_move,Malviya Nagar,2,900,14888,3,Semi-Furnished,Resale,2,12500000
Builder_Floor,Ready_to_move,Malviya Nagar,2,1500,14888,2,Semi-Furnished,New_Property,3,13000000
Builder_Floor,Ready_to_move,"Khirki extension, Malviya Nagar",3,650,14888,2,Unfurnished,Resale,3,4200000
Builder_Floor,Ready_to_move,Malviya Nagar,4,2000,14888,4,Semi-Furnished,New_Property,2,36000000
Apartment,Ready_to_move,Malviya Nagar,1,500,14888,1,Unfurnished,Resale,2,2300000
Builder_Floor,Ready_to_move,Malviya Nagar,2,1125,7200,2,Unfurnished,Resale,2,8100000
Builder_Floor,Ready_to_move,Malviya Nagar,3,1300,7200,3,Semi-Furnished,Resale,1,10000000
Builder_Floor,Ready_to_move,"Geetanjali Enclave, Malviya Nagar",4,2500,7200,5,Unfurnished,New_Property,1,62500000
Builder_Floor,Ready_to_move,"Geetanjali Enclave, Malviya Nagar",4,2200,7200,5,Semi-Furnished,New_Property,2,65000000
Builder_Floor,Ready_to_move,Malviya Nagar,3,1290,7200,2,Semi-Furnished,Resale,2,20000000
Builder_Floor,Ready_to_move,"Geetanjali Enclave, Malviya Nagar",4,2250,7200,4,Semi-Furnished,New_Property,2,57500000
Builder_Floor,Ready_to_move,"Shivalik, Malviya Nagar",3,1350,7200,3,Semi-Furnished,New_Property,2,30000000
Builder_Floor,Ready_to_move,"Shivalik, Malviya Nagar",3,1400,21429,3,Semi-Furnished,New_Property,1,30000000
Builder_Floor,Ready_to_move,"Shivalik, Malviya Nagar",3,1700,21429,3,Unfurnished,New_Property,2,30000000
Apartment,Ready_to_move,"Dilshad Colony, Dilshad Garden",1,450,,1,Unfurnished,Resale,,3300000
Apartment,Ready_to_move,"Guru Teg Bahadur Enclave, Dilshad Garden",2,750,,1,Unfurnished,Resale,,7350000
Apartment,Ready_to_move,Dilshad Garden ,4,1500,,1,Unfurnished,Resale,,12500000
Apartment,Ready_to_move,"Dilshad Colony, Dilshad Garden",1,400,,1,Semi-Furnished,Resale,1,3500000
Builder_Floor,Ready_to_move,"Dilshad Colony, Dilshad Garden",2,650,,2,Unfurnished,Resale,1,6500000
Builder_Floor,Ready_to_move,"Dilshad Colony, Dilshad Garden",2,900,7666,2,Furnished,Resale,2,6900000
Builder_Floor,Ready_to_move,"Dilshad Colony, Dilshad Garden",1,400,7666,1,Unfurnished,Resale,1,3600000
Apartment,Ready_to_move,"Dilshad Colony, Dilshad Garden",3,900,7666,2,Semi-Furnished,Resale,2,13500000
Apartment,Ready_to_move,"DDA Flats Block A, Dilshad Garden",3,1000,9200,2,Furnished,Resale,1,9200000
Apartment,Ready_to_move,"Dilshad Colony, Dilshad Garden",1,405,9200,1,Unfurnished,Resale,1,2500000
Apartment,Ready_to_move,"DDA Flats Block A, Dilshad Garden",3,1700,9200,2,Furnished,Resale,1,17000000
Apartment,Ready_to_move,Dilshad Garden,3,800,9200,2,Semi-Furnished,Resale,1,9030000
Builder_Floor,Ready_to_move,"Dilshad Colony, Dilshad Garden",3,1076.39,8640,2,Unfurnished,Resale,10,9300000
Apartment,Ready_to_move,"DDA Pocket JK, Dilshad Garden",2,750,8640,1,Semi-Furnished,New_Property,2,6500000
Builder_Floor,Ready_to_move,"Dilshad Colony, Dilshad Garden",2,460,8640,1,Unfurnished,Resale,2,3300000
Builder_Floor,Ready_to_move,"Dilshad Colony, Dilshad Garden",1,370,6486,1,Unfurnished,Resale,2,2400000
Builder_Floor,Ready_to_move,"Dilshad Colony, Dilshad Garden",3,1800,8333,3,Semi-Furnished,New_Property,1,15000000
Apartment,Ready_to_move,Dilshad Garden,3,1080,8333,1,Unfurnished,New_Property,1,7000000
Apartment,Ready_to_move,"DDA Pocket E, Dilshad Garden",1,350,12000,1,Unfurnished,Resale,1,4200000
Apartment,Ready_to_move,Dilshad Garden,2,500,12000,1,Furnished,Resale,1,5800000
Apartment,Ready_to_move,"Dilshad Colony, Dilshad Garden",3,900,12000,2,Semi-Furnished,Resale,1,4800000
Apartment,Ready_to_move,"Dilshad Colony, Dilshad Garden",2,800,9375,2,Semi-Furnished,Resale,1,7500000
Apartment,Ready_to_move,"DDA Flats Pocket O, Dilshad Garden",1,350,9375,1,Unfurnished,Resale,1,3000000
Apartment,Ready_to_move,Dilshad Garden,1,430.556,9375,1,Unfurnished,Resale,1,4300000
Builder_Floor,Ready_to_move,"Dilshad Colony, Dilshad Garden",1,500,5200,1,Semi-Furnished,Resale,1,2600000
Apartment,Ready_to_move,Dilshad Garden,2,1450,5200,2,Unfurnished,Resale,1,7000000
Builder_Floor,Ready_to_move,"Dilshad Colony, Dilshad Garden",2,800,7500,2,Unfurnished,Resale,1,6000000
Apartment,Ready_to_move,"Dilshad Colony, Dilshad Garden",2,1000,6700,2,Semi-Furnished,Resale,1,6700000
Apartment,Ready_to_move,"DDA Pocket I, Dilshad Garden",3,1000,9500,3,Furnished,Resale,1,9500000
Apartment,Ready_to_move,"DDA Flats Block A, Dilshad Garden",3,1600,10625,2,Semi-Furnished,Resale,1,17000000
Apartment,Ready_to_move,Vasundhara Enclave,2,900,,2,Semi-Furnished,Resale,,8000000
Apartment,Ready_to_move,Vasundhara Enclave,3,1500,,3,Semi-Furnished,Resale,1,12000000
Apartment,Ready_to_move,Vasundhara Enclave,2,1050,,2,Semi-Furnished,Resale,1,9000000
Apartment,Ready_to_move,"Samrat Apartment, Vasundhara Enclave",3,1300,,2,Semi-Furnished,Resale,2,11500000
Apartment,Ready_to_move,"Mangal Apartment, Vasundhara Enclave ",4,1600,,3,Furnished,Resale,1,20000000
Apartment,Ready_to_move,"Prayag Apartments, Vasundhara Enclave ",2,900,,2,Semi-Furnished,Resale,1,8550000
Apartment,Ready_to_move,"Abhimanyu Apartments, Vasundhara Enclave",4,1350,,4,Semi-Furnished,Resale,1,10500000
Apartment,Ready_to_move,"Fancy Apartments, Vasundhara Enclave",3,1000,,2,Furnished,Resale,2,12000000
Apartment,Ready_to_move,"Shantidoot Apartment, Vasundhara Enclave",3,1400,,2,Unfurnished,Resale,1,11000000
Apartment,Ready_to_move,Vasundhara Enclave,3,975,,2,Semi-Furnished,Resale,1,12000000
